BIC - Goal,BIC,F1 Score,Accuracy,Precision,Recall,SHD,SLF,TLF
1402.5522569122468,8082.68826464409,0.12,0.8842105263157894,0.12,0.12,44,0.12,0.28
1251.4722818849668,7931.60828961681,0.12,0.8842105263157894,0.12,0.12,44,0.12,0.28
873.2980571225098,7553.434064854353,0.19607843137254902,0.8921052631578947,0.19230769230769232,0.2,41,0.2,0.28
860.5601129836086,7540.696120715452,0.20833333333333331,0.9,0.21739130434782608,0.2,38,0.2,0.28
831.2433046240076,7511.379312355851,0.20000000000000004,0.8947368421052632,0.2,0.2,40,0.2,0.32
572.4614184272405,7252.597426159084,0.27450980392156865,0.9026315789473685,0.2692307692307692,0.28,37,0.28,0.4
546.1511996688187,7226.287207400662,0.2857142857142857,0.9078947368421053,0.2916666666666667,0.28,35,0.28,0.4
546.1511996688187,7226.287207400662,0.2857142857142857,0.9078947368421053,0.2916666666666667,0.28,35,0.28,0.4
515.2424871415469,7195.37849487339,0.32653061224489793,0.9131578947368421,0.3333333333333333,0.32,33,0.32,0.44
268.31402795789654,6948.45003568974,0.3673469387755102,0.9184210526315789,0.375,0.36,31,0.36,0.48
268.31402795789654,6948.45003568974,0.3673469387755102,0.9184210526315789,0.375,0.36,31,0.36,0.48
239.25837373657578,6919.394381468419,0.3829787234042554,0.9236842105263158,0.4090909090909091,0.36,29,0.36,0.48
231.91888421265958,6912.054891944503,0.3829787234042554,0.9236842105263158,0.4090909090909091,0.36,29,0.36,0.48
229.37523809883987,6909.511245830683,0.391304347826087,0.9263157894736842,0.42857142857142855,0.36,28,0.36,0.48
132.61721466855397,6812.753222400397,0.4782608695652174,0.9368421052631579,0.5238095238095238,0.44,24,0.44,0.52
132.61721466855397,6812.753222400397,0.4782608695652174,0.9368421052631579,0.5238095238095238,0.44,24,0.44,0.52
123.34569740757888,6803.481705139422,0.48888888888888893,0.9394736842105263,0.55,0.44,23,0.44,0.52
123.34569740757888,6803.481705139422,0.48888888888888893,0.9394736842105263,0.55,0.44,23,0.44,0.52
106.20607625728917,6786.342083989132,0.41666666666666663,0.9263157894736842,0.43478260869565216,0.4,28,0.4,0.6
90.27775794646277,6770.413765678306,0.5333333333333332,0.9447368421052632,0.6,0.48,21,0.48,0.56
81.00276833054886,6761.138776062392,0.5333333333333332,0.9447368421052632,0.6,0.48,21,0.48,0.6
54.3085855455065,6734.44459327735,0.48888888888888893,0.9394736842105263,0.55,0.44,23,0.44,0.64
54.3085855455065,6734.44459327735,0.48888888888888893,0.9394736842105263,0.55,0.44,23,0.44,0.64
50.94969520338691,6731.08570293523,0.46808510638297873,0.9342105263157895,0.5,0.44,25,0.44,0.68
45.78071675844876,6725.916724490292,0.4782608695652174,0.9368421052631579,0.5238095238095238,0.44,24,0.44,0.68
31.740175590607578,6711.876183322451,0.5777777777777778,0.95,0.65,0.52,19,0.52,0.68
31.740175590607578,6711.876183322451,0.5777777777777778,0.95,0.65,0.52,19,0.52,0.68
31.552523359258885,6711.688531091102,0.5777777777777778,0.95,0.65,0.52,19,0.52,0.68
18.215725505969203,6698.351733237812,0.5217391304347826,0.9421052631578948,0.5714285714285714,0.48,22,0.48,0.72
17.990606029633454,6698.126613761477,0.5217391304347826,0.9421052631578948,0.5714285714285714,0.48,22,0.48,0.72
9.29008303795763,6689.426090769801,0.5106382978723404,0.9394736842105263,0.5454545454545454,0.48,23,0.48,0.72
9.29008303795763,6689.426090769801,0.5106382978723404,0.9394736842105263,0.5454545454545454,0.48,23,0.48,0.72
8.744445857362734,6688.880453589206,0.5106382978723404,0.9394736842105263,0.5454545454545454,0.48,23,0.48,0.72
1.769030152873711,6681.905037884717,0.5217391304347826,0.9421052631578948,0.5714285714285714,0.48,22,0.48,0.72
1.769030152873711,6681.905037884717,0.5217391304347826,0.9421052631578948,0.5714285714285714,0.48,22,0.48,0.72
0.9896940461976556,6681.125701778041,0.5217391304347826,0.9421052631578948,0.5714285714285714,0.48,22,0.48,0.72
0.317699701773563,6680.453707433617,0.5333333333333332,0.9447368421052632,0.6,0.48,21,0.48,0.76
0.0355447471520165,6680.171552478995,0.5217391304347826,0.9421052631578948,0.5714285714285714,0.48,22,0.48,0.76
0.0355447471520165,6680.171552478995,0.5217391304347826,0.9421052631578948,0.5714285714285714,0.48,22,0.48,0.76
0.0355447471520165,6680.171552478995,0.5217391304347826,0.9421052631578948,0.5714285714285714,0.48,22,0.48,0.76
0.0355447471520165,6680.171552478995,0.5217391304347826,0.9421052631578948,0.5714285714285714,0.48,22,0.48,0.76
0.0355447471520165,6680.171552478995,0.5217391304347826,0.9421052631578948,0.5714285714285714,0.48,22,0.48,0.76
0.0355447471520165,6680.171552478995,0.5217391304347826,0.9421052631578948,0.5714285714285714,0.48,22,0.48,0.76
0.0355447471520165,6680.171552478995,0.5217391304347826,0.9421052631578948,0.5714285714285714,0.48,22,0.48,0.76
0.0355447471520165,6680.171552478995,0.5217391304347826,0.9421052631578948,0.5714285714285714,0.48,22,0.48,0.76
0.0355447471520165,6680.171552478995,0.5217391304347826,0.9421052631578948,0.5714285714285714,0.48,22,0.48,0.76
0.0355447471520165,6680.171552478995,0.5217391304347826,0.9421052631578948,0.5714285714285714,0.48,22,0.48,0.76
0.0355447471520165,6680.171552478995,0.5217391304347826,0.9421052631578948,0.5714285714285714,0.48,22,0.48,0.76
0.0355447471520165,6680.171552478995,0.5217391304347826,0.9421052631578948,0.5714285714285714,0.48,22,0.48,0.76
0.0355447471520165,6680.171552478995,0.5217391304347826,0.9421052631578948,0.5714285714285714,0.48,22,0.48,0.76
0.0355447471520165,6680.171552478995,0.5217391304347826,0.9421052631578948,0.5714285714285714,0.48,22,0.48,0.76
0.0355447471520165,6680.171552478995,0.5217391304347826,0.9421052631578948,0.5714285714285714,0.48,22,0.48,0.76
0.0355447471520165,6680.171552478995,0.5217391304347826,0.9421052631578948,0.5714285714285714,0.48,22,0.48,0.76
0.0355447471520165,6680.171552478995,0.5217391304347826,0.9421052631578948,0.5714285714285714,0.48,22,0.48,0.76
0.0355447471520165,6680.171552478995,0.5217391304347826,0.9421052631578948,0.5714285714285714,0.48,22,0.48,0.76
0.0355447471520165,6680.171552478995,0.5217391304347826,0.9421052631578948,0.5714285714285714,0.48,22,0.48,0.76
0.0355447471520165,6680.171552478995,0.5217391304347826,0.9421052631578948,0.5714285714285714,0.48,22,0.48,0.76
