BIC - Goal,BIC,F1 Score,Accuracy,Precision,Recall,SHD,SLF,TLF
1302.096228952767,8002.151870682981,0.11764705882352941,0.881578947368421,0.11538461538461539,0.12,45,0.12,0.28
1302.096228952767,8002.151870682981,0.11764705882352941,0.881578947368421,0.11538461538461539,0.12,45,0.12,0.28
1302.096228952767,8002.151870682981,0.11764705882352941,0.881578947368421,0.11538461538461539,0.12,45,0.12,0.28
1302.096228952767,8002.151870682981,0.11764705882352941,0.881578947368421,0.11538461538461539,0.12,45,0.12,0.28
1244.821317030368,7944.876958760582,0.16326530612244897,0.8921052631578947,0.16666666666666666,0.16,41,0.16,0.2
1244.821317030368,7944.876958760582,0.16326530612244897,0.8921052631578947,0.16666666666666666,0.16,41,0.16,0.2
1187.871425588688,7887.927067318902,0.1851851851851852,0.8842105263157894,0.1724137931034483,0.2,44,0.2,0.24
1012.9604933810497,7713.016135111264,0.28,0.9052631578947369,0.28,0.28,36,0.28,0.32
874.5997930798121,7574.655434810026,0.20833333333333331,0.9,0.21739130434782608,0.2,38,0.2,0.36
874.5997930798121,7574.655434810026,0.20833333333333331,0.9,0.21739130434782608,0.2,38,0.2,0.36
874.5997930798121,7574.655434810026,0.20833333333333331,0.9,0.21739130434782608,0.2,38,0.2,0.36
846.1533583913333,7546.209000121547,0.2553191489361702,0.9078947368421053,0.2727272727272727,0.24,35,0.24,0.28
788.9421043019765,7488.997746032191,0.28,0.9052631578947369,0.28,0.28,36,0.28,0.32
725.1500564339694,7425.205698164184,0.1333333333333333,0.8973684210526316,0.15,0.12,39,0.12,0.28
725.1500564339694,7425.205698164184,0.1333333333333333,0.8973684210526316,0.15,0.12,39,0.12,0.28
725.1500564339694,7425.205698164184,0.1333333333333333,0.8973684210526316,0.15,0.12,39,0.12,0.28
604.4735171717684,7304.529158901983,0.30434782608695654,0.9157894736842105,0.3333333333333333,0.28,32,0.28,0.4
590.7742814118101,7290.829923142024,0.20833333333333331,0.9,0.21739130434782608,0.2,38,0.2,0.4
578.4903679969493,7278.546009727163,0.2553191489361702,0.9078947368421053,0.2727272727272727,0.24,35,0.24,0.36
578.4903679969493,7278.546009727163,0.2553191489361702,0.9078947368421053,0.2727272727272727,0.24,35,0.24,0.36
542.550862572517,7242.606504302731,0.27450980392156865,0.9026315789473685,0.2692307692307692,0.28,37,0.28,0.44
428.0513489634968,7128.106990693711,0.2666666666666666,0.9131578947368421,0.3,0.24,33,0.24,0.4
428.0513489634968,7128.106990693711,0.2666666666666666,0.9131578947368421,0.3,0.24,33,0.24,0.4
420.9631227878572,7121.018764518071,0.37499999999999994,0.9210526315789473,0.391304347826087,0.36,30,0.36,0.48
420.9631227878572,7121.018764518071,0.37499999999999994,0.9210526315789473,0.391304347826087,0.36,30,0.36,0.48
360.1221853641837,7060.177827094398,0.32,0.9105263157894737,0.32,0.32,34,0.32,0.56
